Date,Daily_Cases,Daily_Deaths
2022-04-15,0.0,0.0
2022-04-16,0.0,0.0
2022-04-17,0.0,0.0
2022-04-18,49499.0,27.0
2022-04-19,560860.0,1454.0
2022-04-20,0.0,1144.0
2022-04-21,0.0,0.0
2022-04-22,0.0,0.0
2022-04-23,0.0,0.0
2022-04-24,0.0,0.0
2022-04-25,271653.0,971.0
2022-04-26,141939.0,2143.0
2022-04-27,0.0,0.0
2022-04-28,74882.0,0.0
2022-04-29,0.0,0.0
2022-04-30,0.0,0.0
2022-05-01,0.0,0.0
2022-05-02,138009.0,538.0
2022-05-03,224625.0,454.0
2022-05-04,0.0,1526.0
2022-05-05,0.0,0.0
2022-05-06,31253.0,0.0
2022-05-07,0.0,0.0
2022-05-08,0.0,0.0
2022-05-09,411574.0,1045.0
2022-05-10,0.0,113.0
2022-05-11,53448.0,227.0
2022-05-12,0.0,0.0
2022-05-13,0.0,0.0
2022-05-14,0.0,0.0
2022-05-15,0.0,0.0
2022-05-16,216778.0,799.0
2022-05-17,17936.0,275.0
2022-05-18,152245.0,508.0
2022-05-19,0.0,0.0
2022-05-20,30044.0,265.0
2022-05-21,0.0,0.0
2022-05-22,0.0,0.0
2022-05-23,177334.0,952.0
2022-05-24,101444.0,90.0
2022-05-25,49367.0,961.0
2022-05-26,0.0,0.0
2022-05-27,66918.0,540.0
2022-05-28,0.0,0.0
2022-05-29,0.0,0.0
2022-05-30,67656.0,490.0
2022-05-31,280994.0,414.0
2022-06-01,73062.0,488.0
2022-06-02,0.0,0.0
2022-06-03,12814.0,0.0
2022-06-04,0.0,0.0
2022-06-05,9906.0,121.0
2022-06-06,171922.0,152.0
2022-06-07,176751.0,1049.0
2022-06-08,94919.0,556.0
2022-06-09,0.0,0.0
2022-06-10,0.0,143.0
2022-06-11,0.0,0.0
2022-06-12,0.0,0.0
2022-06-13,329569.0,1111.0
2022-06-14,329236.0,149.0
2022-06-15,0.0,158.0
2022-06-16,0.0,0.0
2022-06-17,0.0,0.0
2022-06-18,0.0,0.0
2022-06-19,39908.0,35.0
2022-06-20,486705.0,842.0
2022-06-21,60860.0,210.0
2022-06-22,0.0,296.0
2022-06-23,0.0,0.0
2022-06-24,0.0,0.0
2022-06-25,0.0,0.0
2022-06-26,0.0,0.0
2022-06-27,585620.0,808.0
